,Farmacia,Producto,SKU,Normal,Oferta
464,Ahumada,N/A,N/A,N/A,N/A
465,Ahumada,N/A,N/A,N/A,N/A
466,Ahumada,N/A,N/A,N/A,N/A
467,Ahumada,N/A,N/A,N/A,N/A
468,Ahumada,N/A,N/A,N/A,N/A
469,Ahumada,Maquina Afitar Xtrm Ult Eco Schick Desech 2un,88813,2999.00,2999.00
470,Ahumada,N/A,N/A,N/A,N/A
471,Ahumada,N/A,N/A,N/A,N/A
472,Ahumada,N/A,N/A,N/A,N/A
473,Ahumada,N/A,N/A,N/A,N/A
474,Ahumada,N/A,N/A,N/A,N/A
475,Ahumada,N/A,N/A,N/A,N/A
476,Ahumada,N/A,N/A,N/A,N/A
477,Ahumada,N/A,N/A,N/A,N/A
478,Ahumada,N/A,N/A,N/A,N/A
479,Ahumada,N/A,N/A,N/A,N/A
480,Ahumada,N/A,N/A,N/A,N/A
481,Ahumada,N/A,N/A,N/A,N/A
482,Ahumada,N/A,N/A,N/A,N/A
483,Ahumada,N/A,N/A,N/A,N/A
484,Ahumada,N/A,N/A,N/A,N/A
485,Ahumada,N/A,N/A,N/A,N/A
486,Ahumada,N/A,N/A,N/A,N/A
487,Ahumada,N/A,N/A,N/A,N/A
488,Ahumada,"Cinta Adhesiva Micropore Blanca 25mm x 9,1mts",6289,7095.00,7095.00
489,Ahumada,N/A,N/A,N/A,N/A
490,Ahumada,N/A,N/A,N/A,N/A
491,Ahumada,N/A,N/A,N/A,N/A
492,Ahumada,N/A,N/A,N/A,N/A
493,Ahumada,N/A,N/A,N/A,N/A
494,Ahumada,N/A,N/A,N/A,N/A
495,Ahumada,N/A,N/A,N/A,N/A
496,Ahumada,N/A,N/A,N/A,N/A
497,Ahumada,Gillette Pack Antitranspirante Barra Clinical Endurance Cool Wave 48 g x 1 Pack,86611,8499.00,8499.00
498,Ahumada,N/A,N/A,N/A,N/A
499,Ahumada,N/A,N/A,N/A,N/A
500,Ahumada,Nan Formula Optipro Etapa 3 Tarro x 800 g,67140,13099.00,13099.00
501,Ahumada,N/A,N/A,N/A,N/A
502,Ahumada,N/A,N/A,N/A,N/A
503,Ahumada,N/A,N/A,N/A,N/A
504,Ahumada,N/A,N/A,N/A,N/A
505,Ahumada,N/A,N/A,N/A,N/A
506,Ahumada,N/A,N/A,N/A,N/A
507,Ahumada,N/A,N/A,N/A,N/A
508,Ahumada,N/A,N/A,N/A,N/A
509,Ahumada,N/A,N/A,N/A,N/A
510,Ahumada,Termometro Oido DIG IRT 3030 Braun x 1 Unidad,62385,35995.00,35995.00
511,Ahumada,Termometro Oido DIG IRT 3030 Braun x 1 Unidad,62385,35995.00,35995.00
512,Ahumada,N/A,N/A,N/A,N/A
513,Ahumada,N/A,N/A,N/A,N/A
514,Ahumada,N/A,N/A,N/A,N/A
515,Ahumada,N/A,N/A,N/A,N/A
516,Ahumada,N/A,N/A,N/A,N/A
517,Ahumada,N/A,N/A,N/A,N/A
518,Ahumada,N/A,N/A,N/A,N/A
519,Ahumada,N/A,N/A,N/A,N/A
520,Ahumada,N/A,N/A,N/A,N/A
521,Ahumada,N/A,N/A,N/A,N/A
522,Ahumada,N/A,N/A,N/A,N/A
523,Ahumada,N/A,N/A,N/A,N/A
524,Ahumada,N/A,N/A,N/A,N/A
525,Ahumada,N/A,N/A,N/A,N/A
526,Ahumada,N/A,N/A,N/A,N/A
527,Ahumada,N/A,N/A,N/A,N/A
528,Ahumada,N/A,N/A,N/A,N/A
529,Ahumada,N/A,N/A,N/A,N/A
530,Ahumada,N/A,N/A,N/A,N/A
531,Ahumada,N/A,N/A,N/A,N/A
532,Ahumada,N/A,N/A,N/A,N/A
533,Ahumada,N/A,N/A,N/A,N/A
534,Ahumada,N/A,N/A,N/A,N/A
535,Ahumada,N/A,N/A,N/A,N/A
536,Ahumada,N/A,N/A,N/A,N/A
537,Ahumada,N/A,N/A,N/A,N/A
538,Ahumada,N/A,N/A,N/A,N/A
539,Ahumada,N/A,N/A,N/A,N/A
540,Ahumada,N/A,N/A,N/A,N/A
541,Ahumada,N/A,N/A,N/A,N/A
542,Ahumada,Saturometro Oximetro Digital x 1 Unidad,88452,14995.00,14995.00
543,Ahumada,Saturometro Oximetro Digital x 1 Unidad,88452,14995.00,14995.00
544,Ahumada,N/A,N/A,N/A,N/A
545,Ahumada,N/A,N/A,N/A,N/A
546,Ahumada,N/A,N/A,N/A,N/A
547,Ahumada,N/A,N/A,N/A,N/A
548,Ahumada,N/A,N/A,N/A,N/A
549,Ahumada,N/A,N/A,N/A,N/A
550,Ahumada,N/A,N/A,N/A,N/A
551,Ahumada,N/A,N/A,N/A,N/A
552,Ahumada,N/A,N/A,N/A,N/A
553,Ahumada,N/A,N/A,N/A,N/A
554,Ahumada,N/A,N/A,N/A,N/A
555,Ahumada,Red Bull Lata Energ\u00e9tica Sugar Free x 250 mL,67791,1999.00,1999.00
556,Ahumada,Pepsodent Pasta Dental Integral 18 Herbal Gum Care x 75 mL,87019,2199.00,2199.00
557,Ahumada,N/A,N/A,N/A,N/A
558,Ahumada,N/A,N/A,N/A,N/A
559,Ahumada,Sedal Crema Para Peinar Rizos Definidos x 300 mL,81782,2399.00,2399.00
560,Ahumada,N/A,N/A,N/A,N/A
561,Ahumada,N/A,N/A,N/A,N/A
562,Ahumada,Plenitud Pa\u00f1al Desechable Adulto Protect G x 22 Unidades,82507,18895.00,18895.00
563,Ahumada,Etiquet Desodorante Crema Clasico Mujer x 60 g,5337,4099.00,4099.00
564,Ahumada,TOALLITAS DESMAQUILLANTES SUAVES NIVEA PIEL SECA 25UDS,37880,2699.00,2699.00
565,Ahumada,Veet Cera Depilatoria Corporal Piel Sensible x 12 Unidades,49213,7599.00,7599.00
566,Ahumada,Eau Thermale Av\u00e8ne Aqua Gel-Crema Hidratante Hydrance x 50 mL,87946,23799.00,23799.00
567,Ahumada,Nido Leche En Polvo Forticrece Sin Lactora x 1440 g,82948,15649.00,15649.00
568,Ahumada,Nido Leche En Polvo Etapa 1 Bolsa x 800 g,50182,8149.00,8149.00
569,Ahumada,N/A,N/A,N/A,N/A
570,Ahumada,N/A,N/A,N/A,N/A
571,Ahumada,N/A,N/A,N/A,N/A
572,Ahumada,N/A,N/A,N/A,N/A
573,Ahumada,Vitamina C 1000 Mg. 100 Comprimidos,89473,11995.00,11995.00
574,Ahumada,Cerave Loci\u00f3n Hidratante Piel Seca A Muy Seca x 473 mL,85379,13699.00,13699.00
575,Ahumada,Acotol x 28 Comprimidos Recubiertos,72253,16195.00,16195.00
576,Ahumada,"Eliquis 2,5 mg x 60 Comprimidos Recubiertos",87441,85995.00,85995.00
577,Ahumada,Cerave Loci\u00f3n Hidratante Piel Seca A Muy Seca x 473 mL,85379,13699.00,13699.00
578,Ahumada,"Jardiance Duo 12,5 mg\/1000 mg x 60 Comprimidos Recubiertos",83634,48395.00,48395.00
579,Ahumada,Ferbex 200 mg x 30 C\u00e1psulas,85239,23595.00,23595.00
580,Ahumada,Simbrinza x 5 mL Suspensi\u00f3n Oft\u00e1lmica,81754,37195.00,37195.00
581,Ahumada,"Symbicort Turbuhaler 160 mcg-4,5 mcg \/Dosis x 120 Dosis Polvo Para Inhalacion Bucal",38866,78695.00,78695.00
582,Ahumada,Prestat 75 mg x 40 Comprimidos,75541,12895.00,12895.00
583,Ahumada,Sensodyne Pasta Dental Proteccion Blanqueadora x 100 g,75270,6599.00,6599.00
584,Ahumada,N/A,N/A,N/A,N/A
585,Ahumada,N/A,N/A,N/A,N/A
586,Ahumada,N/A,N/A,N/A,N/A
587,Ahumada,N/A,N/A,N/A,N/A
588,Ahumada,N/A,N/A,N/A,N/A
589,Ahumada,N/A,N/A,N/A,N/A
590,Ahumada,N/A,N/A,N/A,N/A
591,Ahumada,N/A,N/A,N/A,N/A
592,Ahumada,Avene Protector Solar Flu\u00eddo Sin Color Ultra-Matificante 50 + x 50 mL,85657,18999.00,18999.00
593,Ahumada,Ladysoft Tampon Regular Medio x 8 Unidades,76168001,2799.00,2799.00
594,Ahumada,Ladysoft Toalla Higienica Tela Suave Nocturna x 8 Unidades,77540,1849.00,1849.00
595,Ahumada,Ladysoft Toalla Nocturna Ultra Delgadas x 16 Unidades,66100,3249.00,3249.00
596,Ahumada,TOA HIG.LADYSOFT NOCT ULTRA DELG.24U,88135,4749.00,4749.00
597,Ahumada,N/A,N/A,N/A,N/A
598,Ahumada,N/A,N/A,N/A,N/A
599,Ahumada,Kotex Toalla Higienica Ultrafina Con Alas Suave x 16 Unidades,48810,2999.00,2999.00
600,Ahumada,N/A,N/A,N/A,N/A
601,Ahumada,N/A,N/A,N/A,N/A
602,Ahumada,"Hair, Skin & Nails Formula x 60 Capsulas",47155,15895.00,15895.00
603,Ahumada,Cerave Crema Hidratante Piel Seca x 454 mL,85463,15199.00,15199.00
604,Ahumada,N/A,N/A,N/A,N/A
605,Ahumada,Vichy Agua De Protecci\u00f3n Solar Capital Soleil Hidratante FPS 50+ x 200 mL,88410,14799.00,14799.00
606,Ahumada,N/A,N/A,N/A,N/A
607,Ahumada,Pack P. Dent. Aquafresh Advan. 2un.,83811,3599.00,3599.00
608,Ahumada,Crema Facial Antiarrugas Eucerin Hyaluron-FILLER Noche 50 ML,50705,29599.00,29599.00
609,Ahumada,N/A,N/A,N/A,N/A
610,Ahumada,Pack P. Dent. Aquafresh Advan. 2un.,83811,3599.00,3599.00
611,Ahumada,Australian Gold Bronceador Acelerador Sin FPS x 125 mL,75627,6599.00,6599.00
612,Ahumada,Banana Boat Protector Solar Hipoalergenico Baby FPS 50 x 118 mL,62812,9399.00,9399.00
613,Ahumada,N/A,N/A,N/A,N/A
614,Ahumada,hidratante facial neutrogena\u00ae hydro boost\u00ae water gel x 50 gr.,83466,10649.00,10649.00
615,Ahumada,Vichy Agua De Protecci\u00f3n Solar Capital Soleil Hidratante FPS 50+ x 200 mL,88410,14799.00,14799.00
616,Ahumada,Repelex Kids x 80 g Crema,87463,6095.00,6095.00
617,Ahumada,Bion 3 x 30 Comprimidos Recubiertos,38354,10795.00,10795.00
618,Ahumada,Ensure Advance Frutilla x 850 g,85889,21195.00,21195.00
619,Ahumada,N/A,N/A,N/A,N/A
620,Ahumada,N/A,N/A,N/A,N/A
621,Ahumada,Simonds Protector Solar FPS 50 Baby x 100 mL,83858,2949.00,2949.00
622,Ahumada,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,79924,18099.00,18099.00
623,Ahumada,Cetaphil Loci\u00f3n Sun Kids SPF 50 x 150 mL,77259,22599.00,22599.00
624,Ahumada,N/A,N/A,N/A,N/A
625,Ahumada,La Roche Posay Protector Solar Anthelios XL SPF 50+ x 250 mL,85695,23399.00,23399.00
626,Ahumada,N/A,N/A,N/A,N/A
627,Ahumada,N/A,N/A,N/A,N/A
628,Ahumada,Leblon Protector Solar Xtreme FPS 50 x 190 g,43124,6299.00,6299.00
629,Ahumada,N/A,N/A,N/A,N/A
630,Ahumada,enjuague bucal listerine\u00ae cool mint zero alcohol x 1 lt,76374,7799.00,7799.00
631,Ahumada,Antitranspirante Nivea Deep Black wood Roll on 50ml,87979,3099.00,3099.00
632,Ahumada,Loreal Crema Antiarrugas Revitalift FPS 30 x 50 mL,76250,10399.00,10399.00
633,Ahumada,Gillette Maquina De Afeitar Sistema Venus Breeze x 1 Unidad,78530,6599.00,6599.00
634,Ahumada,Banana Boat Protector Solar Hipoalergenico Baby FPS 50 x 118 mL,62812,9399.00,9399.00
635,Ahumada,No 7 Serum Cara Y Cuello Restore & Renew x 75 g,85076,23299.00,23299.00
636,Ahumada,N/A,N/A,N/A,N/A
637,Ahumada,N/A,N/A,N/A,N/A
638,Ahumada,Simonds Protector Solar FPS 50 Baby x 100 mL,83858,2949.00,2949.00
639,Ahumada,La Roche Posay Protector Solar Anthelios XL SPF 50+ x 250 mL,85695,23399.00,23399.00
640,Ahumada,Cetaphil Loci\u00f3n Sun Kids SPF 50 x 150 mL,77259,22599.00,22599.00
641,Ahumada,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,79924,18099.00,18099.00
642,Ahumada,N/A,N/A,N/A,N/A
643,Ahumada,LOCI\u00d3N CORPORAL EUCERIN pH5 400 ML,65474,20099.00,20099.00
644,Ahumada,Rexona Desodorante Clinical Soft Solid Men x 48 g,64466,5499.00,5499.00
645,Ahumada,Ensure Advance Frutilla x 850 g,85889,21195.00,21195.00
646,Ahumada,N/A,N/A,N/A,N/A
647,Ahumada,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",81111,14995.00,14995.00
648,Ahumada,Isdin Fotoprotector Fusion Water Sin Color SPF 50 Daily Protection x 50 mL,88481,19299.00,19299.00
649,Ahumada,Vichy Agua De Protecci\u00f3n Solar Capital Soleil Hidratante FPS 50+ x 200 mL,88410,14799.00,14799.00
650,Ahumada,Soap & Glory Crema Locion Corporal Tropical x 500 mL,81129004,12999.00,12999.00
651,Ahumada,N/A,N/A,N/A,N/A
652,Ahumada,Durex Gel Lubricante Play Cherry x 50 mL,81810,8495.00,8495.00
653,Ahumada,N/A,N/A,N/A,N/A
654,Ahumada,PRESERVATIVO TROJAN FIRE & ICE 10 UN,89083,9995.00,9995.00
655,Ahumada,N/A,N/A,N/A,N/A
656,Ahumada,Desodorante Dove Antitranspirante Barra Clinical Original x 48 g,78915001,6199.00,6199.00
657,Ahumada,N/A,N/A,N/A,N/A
658,Ahumada,La Roche Posay Protector Solar Anthelios XL SPF 50+ x 250 mL,85695,23399.00,23399.00
659,Ahumada,N/A,N/A,N/A,N/A
660,Ahumada,N/A,N/A,N/A,N/A
661,Ahumada,N/A,N/A,N/A,N/A
662,Ahumada,N/A,N/A,N/A,N/A
663,Ahumada,Garnier Agua Micelar Express Aclara x 400 mL,87858001,4999.00,4999.00
664,Ahumada,N/A,N/A,N/A,N/A
665,Ahumada,N/A,N/A,N/A,N/A
666,Ahumada,Corega Ultra Crema Adhesiva Menta x 40 g,8317,9999.00,9999.00
667,Ahumada,N/A,N/A,N/A,N/A
668,Ahumada,N/A,N/A,N/A,N/A
669,Ahumada,Leblon Antioxidante Protector Solar SPF 50 x 190 g,62978,6299.00,6299.00
670,Ahumada,N/A,N/A,N/A,N/A
671,Ahumada,N/A,N/A,N/A,N/A
672,Ahumada,N/A,N/A,N/A,N/A
673,Ahumada,Eau Thermale Avene Fluido Solar Antiedad Con Color SPF50+ x 50 mL,87983,19899.00,19899.00
674,Ahumada,N/A,N/A,N/A,N/A
675,Ahumada,N/A,N/A,N/A,N/A
676,Ahumada,N/A,N/A,N/A,N/A
677,Ahumada,N/A,N/A,N/A,N/A
678,Ahumada,N/A,N/A,N/A,N/A
679,Ahumada,N/A,N/A,N/A,N/A
680,Ahumada,N/A,N/A,N/A,N/A
681,Ahumada,Asventol 5 mg x 30 Comprimidos Masticables,49755,42995.00,42995.00
682,Ahumada,N/A,N/A,N/A,N/A
683,Ahumada,N/A,N/A,N/A,N/A
684,Ahumada,N/A,N/A,N/A,N/A
685,Ahumada,N/A,N/A,N/A,N/A
686,Ahumada,N/A,N/A,N/A,N/A
687,Ahumada,N/A,N/A,N/A,N/A
688,Ahumada,Rexona Desodorante Spray Invisible For Men x 150 mL,75393003,3299.00,3299.00
689,Ahumada,Always Toalla Higienica Ultrafina Con Alas Nocturna x 16 Unidades,38532,2999.00,2999.00
690,Ahumada,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,79924,18099.00,18099.00
691,Ahumada,hidratante facial neutrogena\u00ae hydro boost\u00ae water gel x 50 gr.,83466,10649.00,10649.00
692,Ahumada,Botanics Crema Limpiadora All Bright x 250 mL,84292,7999.00,7999.00
693,Ahumada,N/A,N/A,N/A,N/A
694,Ahumada,N/A,N/A,N/A,N/A
695,Ahumada,N/A,N/A,N/A,N/A
696,Ahumada,N/A,N/A,N/A,N/A
697,Ahumada,N/A,N/A,N/A,N/A
698,Ahumada,N/A,N/A,N/A,N/A
699,Ahumada,VEGAN IRON 25MG 90 CAPS,89952,10595.00,10595.00
700,Ahumada,N/A,N/A,N/A,N/A
701,Ahumada,N/A,N/A,N/A,N/A
702,Ahumada,N/A,N/A,N/A,N/A
703,Ahumada,Edp Millionaire Gold Delux 100ml,83147,10999.00,10999.00
704,Ahumada,Edp Millionaire Gold Delux 100ml,83147,10999.00,10999.00
705,Ahumada,N/A,N/A,N/A,N/A
706,Ahumada,N/A,N/A,N/A,N/A
707,Ahumada,N/A,N/A,N/A,N/A
708,Ahumada,N/A,N/A,N/A,N/A
709,Ahumada,N/A,N/A,N/A,N/A
710,Ahumada,N/A,N/A,N/A,N/A
711,Ahumada,N/A,N/A,N/A,N/A
712,Ahumada,PROTECTOR SOLAR FACIAL GEL CREMA OIL CONTROL FPS 50+ 50ML ,79924,18099.00,18099.00
713,Ahumada,No 7 Base Stay Perfect Calico x 30 mL,81233009,21999.00,21999.00
714,Ahumada,Vichy Liftactiv H.A Epidermic Filler,89074,33699.00,33699.00
715,Ahumada,Multi Oil USA x 120 C\u00e1psulas,28986,12995.00,12995.00
716,Ahumada,Vichy Liftactiv H.A Epidermic Filler,89074,33699.00,33699.00
717,Ahumada,N/A,N/A,N/A,N/A
718,Ahumada,N/A,N/A,N/A,N/A
719,Ahumada,N/A,N/A,N/A,N/A
720,Ahumada,N/A,N/A,N/A,N/A
721,Ahumada,N/A,N/A,N/A,N/A
722,Ahumada,N/A,N/A,N/A,N/A
723,Ahumada,N/A,N/A,N/A,N/A
724,Ahumada,Victoza 6 mg\/mL x 1 Dispositivo Prellenado Solucion Inyectable,74783,84595.00,84595.00
725,Ahumada,N/A,N/A,N/A,N/A
726,Ahumada,N/A,N/A,N/A,N/A
727,Ahumada,Gelicart Colageno Hidrolizado x 30 Sobres,73419,25695.00,25695.00
728,Ahumada,"Loreal Serum Rellenador Revitalift 1,5% \u00c1cido Hialur\u00f3nico x 30 mL",87900001,11999.00,11999.00
729,Ahumada,Acondicionador Hidratante Coconut Milk Bio: Renew,84814002,7299.00,7299.00
730,Ahumada,Sensodyne Pasta Dental Sensibilidad Y Encias x 100 G,88708,6599.00,6599.00
731,Ahumada,Cerave Crema Hidratante Piel Seca x 454 mL,85463,15199.00,15199.00
732,Ahumada,Bi-O Desodorante Roll On Clarify Femenino x 50 mL,66679,3049.00,3049.00
733,Ahumada,Maybelline M\u00e1scara De Pesta\u00f1as Big Shot Waterproof x 9 mL,83713002,8499.00,8499.00
734,Ahumada,Huggies Pa\u00f1al Natural Care P x 34 Unidades,87431,9599.00,9599.00
735,Ahumada,N/A,N/A,N/A,N/A
736,Ahumada,N/A,N/A,N/A,N/A
737,Ahumada,St Ives Crema Avena Y Karite x 1000 mL,68120,7399.00,7399.00
738,Ahumada,Nido Leche En Polvo Etapa 1 Bolsa x 800 g,50182,8149.00,8149.00
739,Ahumada,Colgate Pasta Dental Ultrablanco 90 g x 3 Unidades,65568,3749.00,3749.00
740,Ahumada,Bi-O Desodorante Spray Clarify Afina x 150 mL,76409,3099.00,3099.00
741,Ahumada,LOCI\u00d3N  CORPORAL LIGERA EUCERIN pH5 400 ML,86200,20399.00,20399.00
742,Ahumada,N/A,N/A,N/A,N/A
743,Ahumada,N/A,N/A,N/A,N/A
744,Ahumada,N/A,N/A,N/A,N/A
745,Ahumada,IBUPROFENO 400MG.CAJA 20 COMP,86596,1645.00,1645.00
746,Ahumada,IBUPROFENO 400MG.CAJA 20 COMP,86596,1645.00,1645.00
747,Ahumada,N/A,N/A,N/A,N/A
748,Ahumada,N/A,N/A,N/A,N/A
749,Ahumada,N/A,N/A,N/A,N/A
750,Ahumada,N/A,N/A,N/A,N/A
751,Ahumada,N/A,N/A,N/A,N/A
752,Ahumada,N/A,N/A,N/A,N/A
753,Ahumada,Exim 20 mg x 4 Comprimidos Recubiertos,88372,24995.00,24995.00
754,Ahumada,Vichy Serum Mineral 89 x 50 mL,83549,25099.00,25099.00
755,Ahumada,N/A,N/A,N/A,N/A
756,Ahumada,Rexona Desodorante Clinical Soft Solid Women x 48 g,64467,5499.00,5499.00
757,Ahumada,Elvive Hidra Hialuronico Aco 370ml,89829,4299.00,4299.00
758,Ahumada,N/A,N/A,N/A,N/A
759,Ahumada,Serum Garnier Express Aclara Vit C 30ml,89689,9099.00,9099.00
760,Ahumada,Loreal Crema Revitalift Acido Hialur\u00f3nico Dia FPS 20 x 50 mL,86957001,10599.00,10599.00
761,Ahumada,N/A,N/A,N/A,N/A
762,Ahumada,Vantux Max x 60 C\u00e1psulas,66047,19195.00,19195.00
763,Ahumada,Cotidian Sabanilla Protector Cama x 8 Unidades,77783,5645.00,5645.00
764,Ahumada,N/A,N/A,N/A,N/A
765,Ahumada,Huggies Pa\u00f1al Natural Care P x 34 Unidades,87431,9599.00,9599.00
766,Ahumada,Huggies Pa\u00f1al Natural Care XG x 56 Unidades,81787005,24299.00,24299.00
767,Ahumada,N/A,N/A,N/A,N/A
768,Ahumada,Cerave SA Crema Alisadora Anti-Rugosidades x 340 g,87934,15199.00,15199.00
769,Ahumada,Cerave Gel Limpiador Espumoso Piel Normal A Grasa x 473 mL,85388,12699.00,12699.00
770,Ahumada,N/A,N/A,N/A,N/A
771,Ahumada,N/A,N/A,N/A,N/A
772,Ahumada,N/A,N/A,N/A,N/A
773,Ahumada,N/A,N/A,N/A,N/A
774,Ahumada,N/A,N/A,N/A,N/A
775,Ahumada,GEL LRP LIPIKAR  LAVANT 200ML.,82405,11299.00,11299.00
776,Ahumada,GEL LRP LIPIKAR  LAVANT 200ML.,82405,11299.00,11299.00
777,Ahumada,N/A,N/A,N/A,N/A
778,Ahumada,N/A,N/A,N/A,N/A
779,Ahumada,N/A,N/A,N/A,N/A
780,Ahumada,Nan Comfort 3 800 Grs,89479,20899.00,20899.00
781,Ahumada,N/A,N/A,N/A,N/A
782,Ahumada,N/A,N/A,N/A,N/A
783,Ahumada,N/A,N/A,N/A,N/A
784,Ahumada,Pa\u00f1al little swimmers huggies Grande 10 Unidades,89060,6199.00,6199.00
785,Ahumada,Pa\u00f1al little swimmers huggies Grande 10 Unidades,89060,6199.00,6199.00
786,Ahumada,N/A,N/A,N/A,N/A
787,Ahumada,N/A,N/A,N/A,N/A
788,Ahumada,N/A,N/A,N/A,N/A
789,Ahumada,N/A,N/A,N/A,N/A
790,Ahumada,N/A,N/A,N/A,N/A
791,Ahumada,N/A,N/A,N/A,N/A
792,Ahumada,S-NAILS ISDIN U\u00bfAS 2ML,88389,20899.00,20899.00
793,Ahumada,S-NAILS ISDIN U\u00bfAS 2ML,88389,20899.00,20899.00
794,Ahumada,N/A,N/A,N/A,N/A
795,Ahumada,Huggies Pa\u00f1al Natural Care RN x 34 Unidades,87430,9599.00,9599.00
796,Ahumada,N/A,N/A,N/A,N/A
797,Ahumada,N/A,N/A,N/A,N/A
798,Ahumada,N/A,N/A,N/A,N/A
799,Ahumada,N/A,N/A,N/A,N/A
800,Ahumada,N/A,N/A,N/A,N/A
801,Ahumada,N/A,N/A,N/A,N/A
802,Ahumada,Pa\u00f1al little swimmers huggies Mediano 11 Unidades,89061,6199.00,6199.00
803,Ahumada,Huggies Pa\u00f1al Natural Care P x 34 Unidades,87431,9599.00,9599.00
804,Ahumada,N/A,N/A,N/A,N/A
805,Ahumada,N/A,N/A,N/A,N/A
806,Ahumada,N/A,N/A,N/A,N/A
807,Ahumada,N/A,N/A,N/A,N/A
808,Ahumada,N/A,N/A,N/A,N/A
809,Ahumada,Pedialyte 45 Frutilla x 500 mL Soluci\u00f3n Oral,74371,5195.00,5195.00
810,Ahumada,Exim 20 mg x 4 Comprimidos Recubiertos,88372,24995.00,24995.00
811,Ahumada,Uriage Crema Anti-Edad Multiacci\u00f3n SPF 30 Age Protect x 40 mL,87518,28399.00,28399.00
812,Ahumada,toallitas desmaquillantes neutrogena\u00ae piel sensible x 25 un.,67891,3349.00,3349.00
813,Ahumada,LOCION MICELAR 3 EN 1 NIVEA PIEL SENSIBLE 400ML,83593,5099.00,5099.00
0,Ahumada,Vichy Crema Idealia Dia x 50 mL,74557,34999.00,34999.00
1,Ahumada,Avene Gel De Limpieza Cara Y Cuerpo Cleanance x 400 mL,85654,18699.00,18699.00
2,Ahumada,BOOSTER ANTI EDAD EUCERIN HYALURON FILLER VITAMINA C 8ML,87916,16799.00,16799.00
3,Ahumada,PHB Cepillo Dental Super 8 Medio x 1 Unidad,11618,4449.00,4449.00
4,Ahumada,ASEPXIA Jab\u00f3n L\u00edquido de Carb\u00f3n Purificante 200 ml,86796,6699.00,6699.00
5,Ahumada,Antitranspirante Nivea Beauty Elixir Sensitive Spray 150ml,87797,2999.00,2999.00
6,Ahumada,Pa\u00f1al babysec super premium Grande 68 Unidades,88969,23299.00,23299.00
7,Ahumada,Pediasure Complete Chocolate x 900 g Polvo,72810,20695.00,20695.00
8,Ahumada,Ensure Advance Frutilla x 850 g,85889,21195.00,21195.00
9,Ahumada,BOOSTER ANTI EDAD EUCERIN HYALURON FILLER VITAMINA C 8ML,87916,16799.00,16799.00
10,Ahumada,N/A,N/A,N/A,N/A
11,Ahumada,N/A,N/A,N/A,N/A
12,Ahumada,Pediasure Complete Chocolate x 900 g Polvo,72810,20695.00,20695.00
13,Ahumada,BOOSTER ANTI EDAD EUCERIN HYALURON FILLER VITAMINA C 8ML,87916,16799.00,16799.00
14,Ahumada,PHB Cepillo Dental Super 8 Medio x 1 Unidad,11618,4449.00,4449.00
15,Ahumada,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",81111,14995.00,14995.00
16,Ahumada,N/A,N/A,N/A,N/A
17,Ahumada,N/A,N/A,N/A,N/A
18,Ahumada,N/A,N/A,N/A,N/A
19,Ahumada,N/A,N/A,N/A,N/A
20,Ahumada,N/A,N/A,N/A,N/A
21,Ahumada,N/A,N/A,N/A,N/A
22,Ahumada,N/A,N/A,N/A,N/A
23,Ahumada,N/A,N/A,N/A,N/A
24,Ahumada,N/A,N/A,N/A,N/A
25,Ahumada,Ama Compota Organica Manzana-Arandano x 90 g,87206001,1049.00,1049.00
26,Ahumada,MIGRA-NEFERSIL CAJA 10 COMP.m,9989,12195.00,12195.00
27,Ahumada,MIGRA-NEFERSIL CAJA 10 COMP.m,9989,12195.00,12195.00
28,Ahumada,N/A,N/A,N/A,N/A
29,Ahumada,N/A,N/A,N/A,N/A
30,Ahumada,Rexona Desodorante Clinical Soft Solid Women x 48 g,64467,5499.00,5499.00
31,Ahumada,"Chupete soothie +3 meses, Ni\u00f1o",89000001,10999.00,10999.00
32,Ahumada,N/A,N/A,N/A,N/A
33,Ahumada,N/A,N/A,N/A,N/A
34,Ahumada,N/A,N/A,N/A,N/A
35,Ahumada,BOOSTER ANTI EDAD EUCERIN HYALURON FILLER VITAMINA C 8ML,87916,16799.00,16799.00
36,Ahumada,PHB Cepillo Dental Super 8 Medio x 1 Unidad,11618,4449.00,4449.00
37,Ahumada,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",81111,14995.00,14995.00
38,Ahumada,N/A,N/A,N/A,N/A
39,Ahumada,Sanigermin Carbon Jabon Pan 100 G.,89024,2495.00,2495.00
40,Ahumada,N/A,N/A,N/A,N/A
41,Ahumada,Proctoran 1 % x 30 g Pomada,77174,12195.00,12195.00
42,Ahumada,Plaquinol 200 mg x 30 Comprimidos Recubiertos,38355,52995.00,52995.00
43,Ahumada,Plaquinol 200 mg x 30 Comprimidos Recubiertos,38355,52995.00,52995.00
44,Ahumada,"Centrum Mujer, multivitam\u00ednico, frasco x30 comprimidos",81111,14995.00,14995.00
45,Ahumada,Pediasure Complete Chocolate x 900 g Polvo,72810,20695.00,20695.00
46,Ahumada,Ensure Advance Frutilla x 850 g,85889,21195.00,21195.00
